PERSON_ID,DISPLAY_FIRST_LAST,BIRTHDATE,COUNTRY,SCHOOL,LAST_AFFILIATION,HEIGHT,WEIGHT,POSITION,SEASON_EXP,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,FROM_YEAR,TO_YEAR,GREATEST_75_FLAG
201588,George Hill,1986-05-04T00:00:00,USA,Indiana-Purdue Indianapolis,Indiana-Purdue Indianapolis/USA,6-4,188,Guard,16,2008,1,26,2008,2022,N
201589,Darrell Arthur,1988-03-25T00:00:00,USA,Kansas,Kansas/USA,6-9,235,Forward,10,2008,1,27,2008,2017,N
201593,Nikola Pekovic,1986-01-03T00:00:00,Montenegro,Panathinaikos,Panathinaikos/Montenegro,6-11,307,Center,7,2008,2,31,2010,2016,N
201595,Joey Dorsey,1983-12-16T00:00:00,USA,Memphis,Memphis/USA,,,,4,2008,2,33,2008,2016,N
201596,Mario Chalmers,1986-05-19T00:00:00,USA,Kansas,Kansas/USA,6-2,190,Guard,10,2008,2,34,2008,2017,N
201599,DeAndre Jordan,1988-07-21T00:00:00,USA,Texas A&M,Texas A&M/USA,6-11,265,Center,18,2008,2,35,2008,2026,N
201600,Omer Asik,1986-07-04T00:00:00,Turkey,Fenerbahce,Fenerbahce/Turkey,7-0,255,Center,9,2008,2,36,2010,2017,N
201601,Luc Mbah a Moute,1986-09-09T00:00:00,Cameroon,UCLA,UCLA/Cameroon,6-8,230,Forward,13,2008,2,37,2008,2019,N
201603,Sonny Weems,1986-07-08T00:00:00,USA,Arkansas,Arkansas/USA,6-6,205,Guard-Forward,4,2008,2,39,2008,2015,N
201604,Chris Douglas-Roberts,1987-01-08T00:00:00,USA,Memphis,Memphis/USA,6-7,210,Guard,7,2008,2,40,2008,2014,N
201609,Goran Dragic,1986-05-06T00:00:00,Slovenia,Union Olimpija,Union Olimpija/Slovenia,6-4,190,Guard,16,2008,2,45,2008,2022,N
201611,Henry Walker,1987-10-09T00:00:00,USA,Kansas State,Kansas State/USA,6-6,235,Forward,5,2008,2,47,2008,2014,N
201619,Sasha Kaun,1985-05-08T00:00:00,Russia,Kansas,Kansas/Russia,6-11,260,Center,2,2008,2,56,2008,2015,N
201627,Anthony Morrow,1985-09-27T00:00:00,USA,Georgia Tech,Georgia Tech/USA,6-5,210,Guard,10,Undrafted,Undrafted,Undrafted,2008,2016,N
201628,Bobby Brown,1984-09-24T00:00:00,USA,Cal State-Fullerton,California State-Fullerton/USA,6-2,175,Guard,4,Undrafted,Undrafted,Undrafted,2008,2017,N
201858,Cartier Martin,1984-11-20T00:00:00,USA,Kansas State,Kansas State/USA,6-7,220,Forward,8,Undrafted,Undrafted,Undrafted,2008,2014,N
201880,Greg Stiemsma,1985-09-26T00:00:00,USA,Wisconsin,Wisconsin/USA,6-11,260,Center,5,Undrafted,Undrafted,Undrafted,2009,2014,N
201933,Blake Griffin,1989-03-16T00:00:00,USA,Oklahoma,Oklahoma/USA,6-9,250,Forward,14,2009,1,1,2009,2022,N
201935,James Harden,1989-08-26T00:00:00,USA,Arizona State,Arizona State/USA,6-5,220,Guard,17,2009,1,3,2009,2026,Y
201936,Tyreke Evans,1989-09-19T00:00:00,USA,Memphis,Memphis/USA,6-6,220,Guard,10,2009,1,4,2009,2018,N
201937,Ricky Rubio,1990-10-21T00:00:00,Spain,FC Barcelona,FC Barcelona/Spain,6-2,190,Guard,13,2009,1,5,2011,2022,N
201939,Stephen Curry,1988-03-14T00:00:00,USA,Davidson,Davidson/USA,6-2,185,Guard,17,2009,1,7,2009,2026,Y
201941,Jordan Hill,1987-07-27T00:00:00,USA,Arizona,Arizona/USA,6-10,240,Forward-Center,9,2009,1,8,2009,2016,N
201942,DeMar DeRozan,1989-08-07T00:00:00,USA,USC,Southern California/USA,6-6,220,Guard-Forward,18,2009,1,9,2009,2025,N
201943,Brandon Jennings,1989-09-23T00:00:00,USA,Virtus Roma,Virtus Roma/USA,6-1,170,Guard,9,2009,1,10,2009,2017,N
201945,Gerald Henderson,1987-12-09T00:00:00,USA,Duke,Duke/USA,6-5,215,Guard,9,2009,1,12,2009,2016,N
201946,Tyler Hansbrough,1985-11-03T00:00:00,USA,North Carolina,North Carolina/USA,,,,8,2009,1,13,2009,2017,N
201947,Earl Clark,1988-01-17T00:00:00,USA,Louisville,Louisville/USA,6-10,234,Forward,6,2009,1,14,2009,2014,N
201948,Austin Daye,1988-06-05T00:00:00,USA,Gonzaga,Gonzaga/USA,6-11,220,Forward,7,2009,1,15,2009,2014,N
201949,James Johnson,1987-02-20T00:00:00,USA,Wake Forest,Wake Forest/USA,6-7,240,Forward,17,2009,1,16,2009,2024,N
201950,Jrue Holiday,1990-06-12T00:00:00,USA,UCLA,UCLA/USA,6-4,220,Guard,17,2009,1,17,2009,2026,N
201951,Ty Lawson,1987-11-03T00:00:00,USA,North Carolina,North Carolina/USA,5-11,195,Guard,10,2009,1,18,2009,2017,N
201952,Jeff Teague,1988-06-10T00:00:00,USA,Wake Forest,Wake Forest/USA,6-3,195,Guard,13,2009,1,19,2009,2020,N
201954,Darren Collison,1987-08-23T00:00:00,USA,UCLA,UCLA/USA,6-0,160,Guard,11,2009,1,21,2009,2021,N
201956,Omri Casspi,1988-06-22T00:00:00,Israel,Maccabi Tel Aviv,Maccabi Tel Aviv/Israel,6-9,225,Forward,10,2009,1,23,2009,2018,N
201959,Taj Gibson,1985-06-24T00:00:00,USA,Southern California,Southern California/USA,6-9,232,Forward,17,2009,1,26,2009,2026,N
201960,DeMarre Carroll,1986-07-27T00:00:00,USA,Missouri,Missouri/USA,6-6,215,Forward,12,2009,1,27,2009,2019,N
201961,Wayne Ellington,1987-11-29T00:00:00,USA,North Carolina,North Carolina/USA,6-4,207,Guard,14,2009,1,28,2009,2021,N
201962,Toney Douglas,1986-03-16T00:00:00,USA,Florida State,Florida State/USA,6-2,195,Guard,8,2009,1,29,2009,2016,N
201964,Victor Claver,1988-08-30T00:00:00,Spain,Valencia,Valencia/Spain,,,,3,2009,1,22,2012,2016,N
201965,Jeff Ayres,1987-04-29T00:00:00,USA,Arizona State,Arizona State/USA,6-9,250,Forward-Center,7,2009,2,31,2009,2015,N
201967,Dante Cunningham,1987-04-22T00:00:00,USA,Villanova,Villanova/USA,6-8,230,Forward,11,2009,2,33,2009,2018,N
201971,DeJuan Blair,1989-04-22T00:00:00,USA,Pittsburgh,Pittsburgh/USA,6-7,270,Center-Forward,7,2009,2,37,2009,2015,N
201973,Jonas Jerebko,1987-03-02T00:00:00,Sweden,Angelico Biella,Angelico Biella/Sweden,6-10,231,Forward,10,2009,2,39,2009,2018,N
201975,Jodie Meeks,1987-08-21T00:00:00,USA,Kentucky,Kentucky/USA,6-4,210,Guard,11,2009,2,41,2009,2018,N
201976,Patrick Beverley,1988-07-12T00:00:00,USA,Arkansas,Arkansas/USA,6-2,180,Guard,13,2009,2,42,2012,2023,N
201977,Marcus Thornton,1987-06-05T00:00:00,USA,Louisiana State,Louisiana State/USA,6-4,205,Guard-Forward,8,2009,2,43,2009,2016,N
201978,Chase Budinger,1988-05-22T00:00:00,USA,Arizona,Arizona/USA,6-7,209,Forward,8,2009,2,44,2009,2015,N
201979,Nick Calathes,1989-02-07T00:00:00,USA,Florida,Florida/USA,6-6,213,Guard,2,2009,2,45,2013,2014,N
201980,Danny Green,1987-06-22T00:00:00,USA,North Carolina,North Carolina/USA,6-6,215,Guard,15,2009,2,46,2009,2023,N
201985,AJ Price,1986-10-07T00:00:00,USA,Connecticut,Connecticut/USA,6-2,195,Guard,6,2009,2,52,2009,2014,N
201988,Patty Mills,1988-08-11T00:00:00,Australia,St. Mary's,St. Mary's/Australia,6-2,180,Guard,17,2009,2,55,2009,2024,N
201991,Lester Hudson,1984-08-07T00:00:00,USA,Tennessee-Martin,Tennessee-Martin/USA,6-3,190,Guard,5,2009,2,58,2009,2014,N
202066,Garrett Temple,1986-05-08T00:00:00,USA,Louisiana State,Louisiana State/USA,6-5,195,Guard-Forward,16,Undrafted,Undrafted,Undrafted,2009,2026,N
202077,Jerel McNeal,1987-06-01T00:00:00,USA,Marquette,Marquette/USA,6-3,200,Guard,3,Undrafted,Undrafted,Undrafted,2012,2014,N
202083,Wesley Matthews,1986-10-14T00:00:00,USA,Marquette,Marquette/USA,6-5,220,Guard,16,Undrafted,Undrafted,Undrafted,2009,2023,N
202087,Alonzo Gee,1987-05-29T00:00:00,USA,Alabama,Alabama/USA,6-6,225,Forward,8,Undrafted,Undrafted,Undrafted,2009,2016,N
202130,Reggie Williams,1986-09-14T00:00:00,USA,Virginia Military Institute,Virginia Military Institute/USA,6-6,205,Forward,7,Undrafted,Undrafted,Undrafted,2009,2016,N
202322,John Wall,1990-09-06T00:00:00,USA,Kentucky,Kentucky/USA,6-3,210,Guard,11,2010,1,1,2010,2022,N
202323,Evan Turner,1988-10-27T00:00:00,USA,Ohio State,Ohio State/USA,6-6,220,Guard-Forward,11,2010,1,2,2010,2019,N
202324,Derrick Favors,1991-07-15T00:00:00,USA,Georgia Tech,Georgia Tech/USA,6-9,265,Forward,13,2010,1,3,2010,2021,N
202325,Wesley Johnson,1987-07-11T00:00:00,USA,Syracuse,Syracuse/USA,6-7,215,Forward-Guard,10,2010,1,4,2010,2018,N
202326,DeMarcus Cousins,1990-08-13T00:00:00,USA,Kentucky,Kentucky/USA,6-10,270,Center,12,2010,1,5,2010,2021,N
202327,Ekpe Udoh,1987-05-20T00:00:00,USA,Baylor,Baylor/USA,6-10,245,Center-Forward,8,2010,1,6,2010,2018,N
202328,Greg Monroe,1990-06-04T00:00:00,USA,Georgetown,Georgetown/USA,6-10,250,Forward-Center,11,2010,1,7,2010,2021,N
202329,Al-Farouq Aminu,1990-09-21T00:00:00,USA,Wake Forest,Wake Forest/USA,6-8,220,Forward,12,2010,1,8,2010,2020,N
202330,Gordon Hayward,1990-03-23T00:00:00,USA,Butler,Butler/USA,6-7,225,Forward,15,2010,1,9,2010,2023,N
202331,Paul George,1990-05-02T00:00:00,USA,Fresno State,Fresno State/USA,6-8,230,Forward,16,2010,1,10,2010,2026,N
202332,Cole Aldrich,1988-10-31T00:00:00,USA,Kansas,Kansas/USA,6-11,253,Center,9,2010,1,11,2010,2017,N
202333,Xavier Henry,1991-03-15T00:00:00,USA,Kansas,Kansas/USA,6-6,220,Forward-Guard,6,2010,1,12,2010,2014,N
202334,Ed Davis,1989-06-05T00:00:00,USA,North Carolina,North Carolina/USA,6-9,218,Center-Forward,13,2010,1,13,2010,2021,N
202335,Patrick Patterson,1989-03-14T00:00:00,USA,Kentucky,Kentucky/USA,6-8,235,Forward,12,2010,1,14,2010,2020,N
202336,Larry Sanders,1988-11-21T00:00:00,USA,Va Commonwealth,Virginia Commonwealth/USA,6-11,230,Forward-Center,6,2010,1,15,2010,2016,N
202337,Luke Babbitt,1989-06-20T00:00:00,USA,Nevada,Nevada/USA,6-9,225,Forward,9,2010,1,16,2010,2017,N
202338,Kevin Seraphin,1989-12-07T00:00:00,France,Cholet,Cholet/France,6-10,278,Forward-Center,8,2010,1,17,2010,2016,N
202339,Eric Bledsoe,1989-12-09T00:00:00,USA,Kentucky,Kentucky/USA,6-1,214,Guard,13,2010,1,18,2010,2021,N
202340,Avery Bradley,1990-11-26T00:00:00,USA,University of Texas at Austin,Texas/USA,6-3,180,Guard,13,2010,1,19,2010,2021,N
202341,James Anderson,1989-03-25T00:00:00,USA,Oklahoma State,Oklahoma State/USA,6-6,213,Guard-Forward,6,2010,1,20,2010,2015,N
202343,Elliot Williams,1989-06-20T00:00:00,USA,Memphis,Memphis/USA,6-5,190,Guard,6,2010,1,22,2010,2015,N
202344,Trevor Booker,1987-11-25T00:00:00,USA,Clemson,Clemson/USA,6-8,228,Forward,8,2010,1,23,2010,2017,N
202347,Quincy Pondexter,1988-03-10T00:00:00,USA,Washington,Washington/USA,6-7,230,Forward,8,2010,1,26,2010,2018,N
202348,Jordan Crawford,1988-10-23T00:00:00,USA,Xavier,Xavier/USA,6-5,195,Guard,6,2010,1,27,2010,2017,N
202349,Greivis Vasquez,1987-01-16T00:00:00,Venezuela,Maryland,Maryland/Venezuela,6-6,217,Guard,7,2010,1,28,2010,2016,N
202353,Tibor Pleiss,1989-11-02T00:00:00,Germany,FC Barcelona,FC Barcelona/Germany,7-3,256,Center,2,2010,2,31,2015,2015,N
202355,Hassan Whiteside,1989-06-13T00:00:00,USA,Marshall,Marshall/USA,7-0,265,Center,11,2010,2,33,2010,2021,N
202357,Nemanja Bjelica,1988-05-09T00:00:00,Serbia,Fenerbahce,Fenerbahce/Serbia,6-9,234,Forward,8,2010,2,35,2015,2021,N
202361,Landry Fields,1988-06-27T00:00:00,USA,Stanford,Stanford/USA,6-7,215,Guard-Forward,5,2010,2,39,2010,2014,N
202362,Lance Stephenson,1990-09-05T00:00:00,USA,Cincinnati,Cincinnati/USA,6-5,210,Forward,11,2010,2,40,2010,2021,N
202366,Jerome Jordan,1986-09-29T00:00:00,Jamaica,Tulsa,Tulsa/Jamaica,7-0,253,Center,3,2010,2,44,2011,2014,N
202379,Jeremy Evans,1987-10-24T00:00:00,USA,Western Kentucky,Western Kentucky/USA,6-9,200,Forward,7,2010,2,55,2010,2017,N
202388,Donald Sloan,1988-01-15T00:00:00,USA,Texas A&M,Texas A&M/USA,6-3,205,Guard,6,Undrafted,Undrafted,Undrafted,2011,2015,N
202389,Timofey Mozgov,1986-07-16T00:00:00,Russia,Khimki,Khimki/Russia,7-1,275,Center,10,Undrafted,Undrafted,Undrafted,2010,2018,N
202390,Gary Neal,1984-10-03T00:00:00,USA,Towson,Towson/USA,6-4,210,Guard,7,Undrafted,Undrafted,Undrafted,2010,2016,N
202391,Jeremy Lin,1988-08-23T00:00:00,USA,Harvard,Harvard/USA,6-3,200,Guard,10,Undrafted,Undrafted,Undrafted,2010,2018,N
202397,Ish Smith,1988-07-05T00:00:00,USA,Wake Forest,Wake Forest/USA,6-0,175,Guard,14,Undrafted,Undrafted,Undrafted,2010,2023,N
202399,Jeff Adrien,1986-02-10T00:00:00,USA,Connecticut,Connecticut/USA,,,,6,Undrafted,Undrafted,Undrafted,2010,2014,N
202407,Elijah Millsap,1987-08-12T00:00:00,USA,Alabama-Birmingham,Alabama-Birmingham/USA,6-7,215,Guard-Forward,4,Undrafted,Undrafted,Undrafted,2014,2016,N
202412,Manny Harris,1989-09-21T00:00:00,USA,Michigan,Michigan/USA,6-5,185,Guard,5,Undrafted,Undrafted,Undrafted,2010,2016,N
202498,Lance Thomas,1988-04-24T00:00:00,USA,Duke,Duke/USA,6-8,225,Forward,10,Undrafted,Undrafted,Undrafted,2011,2019,N
202620,Arinze Onuaku,1987-07-13T00:00:00,USA,Syracuse,Syracuse/USA,6-9,255,Forward-Center,3,Undrafted,Undrafted,Undrafted,2013,2016,N
202681,Kyrie Irving,1992-03-23T00:00:00,Australia,Duke,Duke/Australia,6-2,195,Guard,14,2011,1,1,2011,2026,N
202682,Derrick Williams,1991-05-25T00:00:00,USA,Arizona,Arizona/USA,6-8,240,Forward,7,2011,1,2,2011,2017,N
202683,Enes Freedom,1992-05-20T00:00:00,Turkey,Fenerbahce,Fenerbahce/Turkey,6-10,250,Center,11,2011,1,3,2011,2021,N
202684,Tristan Thompson,1991-03-13T00:00:00,Canada,Texas-Austin,Texas-Austin/Canada,6-9,254,Center-Forward,15,2011,1,4,2011,2024,N
202685,Jonas Valančiūnas,1992-05-06T00:00:00,Lithuania,Lietuvos rytas Vilnius,Lietuvos rytas Vilnius/Lithuania,6-11,265,Center,14,2011,1,5,2012,2026,N
202687,Bismack Biyombo,1992-08-28T00:00:00,DRC,Baloncesto Fuenlabrada,Baloncesto Fuenlabrada/DRC,6-8,255,Center,15,2011,1,7,2011,2026,N
202688,Brandon Knight,1991-12-02T00:00:00,USA,Kentucky,Kentucky/USA,6-2,182,Guard,9,2011,1,8,2011,2021,N
202689,Kemba Walker,1990-05-08T00:00:00,USA,Connecticut,Connecticut/USA,6-0,184,Guard,12,2011,1,9,2011,2022,N
202690,Jimmer Fredette,1989-02-25T00:00:00,USA,Brigham Young,Brigham Young/USA,6-2,195,Guard,7,2011,1,10,2011,2018,N
202691,Klay Thompson,1990-02-08T00:00:00,USA,Washington State,Washington State/USA,6-5,220,Guard,15,2011,1,11,2011,2026,N
202692,Alec Burks,1991-07-20T00:00:00,USA,Colorado,Colorado/USA,6-5,214,Guard,15,2011,1,12,2011,2024,N
202693,Markieff Morris,1989-09-02T00:00:00,USA,Kansas,Kansas/USA,6-9,245,Forward,15,2011,1,13,2011,2024,N
202694,Marcus Morris Sr.,1989-09-02T00:00:00,USA,Kansas,Kansas/USA,6-8,218,Forward,14,2011,1,14,2011,2023,N
202695,Kawhi Leonard,1991-06-29T00:00:00,USA,San Diego State,San Diego State/USA,6-6,225,Forward,15,2011,1,15,2011,2026,Y
202696,Nikola Vučević,1990-10-24T00:00:00,Montenegro,Southern California,Southern California/Montenegro,6-9,265,Center,15,2011,1,16,2011,2026,N
202697,Iman Shumpert,1990-06-26T00:00:00,USA,Georgia Tech,Georgia Tech/USA,6-5,212,Guard,10,2011,1,17,2011,2020,N
202699,Tobias Harris,1992-07-15T00:00:00,USA,Tennessee,Tennessee/USA,6-8,226,Forward,15,2011,1,19,2011,2026,N
202700,Donatas Motiejunas,1990-09-20T00:00:00,Lithuania,Lithuania,Benetton Treviso/Lithuania,7-0,220,Forward-Center,7,2011,1,20,2012,2018,N
202702,Kenneth Faried,1989-11-19T00:00:00,USA,Morehead State,Morehead State/USA,6-8,220,Forward-Center,9,2011,1,22,2011,2018,N
202703,Nikola Mirotic,1991-02-11T00:00:00,Montenegro,Real Madrid,Real Madrid/Montenegro,6-10,250,Forward,6,2011,1,23,2014,2018,N
202704,Reggie Jackson,1990-04-16T00:00:00,USA,Boston College,Boston College/USA,6-2,208,Guard,13,2011,1,24,2011,2024,N
202705,MarShon Brooks,1989-01-26T00:00:00,USA,Providence,Providence/USA,6-5,200,Guard,5,2011,1,25,2011,2018,N
202706,Jordan Hamilton,1990-10-06T00:00:00,USA,Texas,Texas/USA,6-7,220,Guard-Forward,6,2011,1,26,2011,2015,N
202708,Norris Cole,1988-10-13T00:00:00,USA,Cleveland State,Cleveland State/USA,6-2,175,Guard,7,2011,1,28,2011,2016,N
202709,Cory Joseph,1991-08-20T00:00:00,Canada,Texas,Texas/Canada,6-2,200,Guard,15,2011,1,29,2011,2024,N
202710,Jimmy Butler III,1989-09-14T00:00:00,USA,Marquette,Marquette/USA,6-6,230,Forward,15,2011,1,30,2011,2026,N
202711,Bojan Bogdanović,1989-04-18T00:00:00,Croatia,Fenerbahce,Fenerbahce/Croatia,6-7,226,Forward,11,2011,2,31,2014,2023,N
202712,Justin Harper,1989-08-30T00:00:00,USA,Richmond,Richmond/USA,6-10,225,Forward,3,2011,2,32,2011,2016,N
202713,Kyle Singler,1988-05-04T00:00:00,USA,Duke,Duke/USA,6-8,228,Forward,6,2011,2,33,2012,2017,N
202714,Shelvin Mack,1990-04-22T00:00:00,USA,Butler,Butler/USA,6-3,203,Guard,9,2011,2,34,2011,2018,N
202718,Chandler Parsons,1988-10-25T00:00:00,USA,Florida,Florida/USA,6-9,230,Forward,9,2011,2,38,2011,2019,N
202720,Jon Leuer,1989-05-14T00:00:00,USA,Wisconsin,Wisconsin/USA,6-10,228,Forward,9,2011,2,40,2011,2018,N
202721,Darius Morris,1991-01-03T00:00:00,USA,Michigan,Michigan/USA,6-4,195,Guard,5,2011,2,41,2011,2014,N
202722,Dāvis Bertāns,1992-11-12T00:00:00,Latvia,Baskonia,Baskonia/Latvia,6-10,225,Forward,9,2011,2,42,2016,2023,N
202723,Malcolm Lee,1990-05-22T00:00:00,USA,UCLA,UCLA/USA,6-5,200,Guard,3,2011,2,43,2011,2014,N
202726,Andrew Goudelock,1988-12-07T00:00:00,USA,Charleston,College of Charleston/USA,6-3,200,Guard,4,2011,2,46,2011,2015,N
202730,Lavoy Allen,1989-02-04T00:00:00,USA,Temple,Temple/USA,6-9,260,Forward-Center,7,2011,2,50,2011,2016,N
202732,DeAndre Liggins,1988-03-31T00:00:00,USA,Kentucky,Kentucky/USA,6-6,209,Guard,6,2011,2,53,2011,2017,N
202734,E'Twaun Moore,1989-02-25T00:00:00,USA,Purdue,Purdue/USA,6-3,191,Guard,11,2011,2,55,2011,2020,N
202738,Isaiah Thomas,1989-02-07T00:00:00,USA,Washington,Washington/USA,5-9,185,Guard,13,2011,2,60,2011,2023,N
202779,Dwight Buycks,1989-03-06T00:00:00,USA,Marquette,Marquette/USA,6-3,190,Guard,3,Undrafted,Undrafted,Undrafted,2013,2017,N
202918,Xavier Silas,1988-01-22T00:00:00,USA,Northern Illinois,Northern Illinois/USA,6-5,205,Guard,3,2011,,,2011,2017,N
202933,Julyan Stone,1988-12-07T00:00:00,USA,Texas-El Paso,Texas-El Paso/USA,6-6,200,Guard,4,Undrafted,Undrafted,Undrafted,2011,2017,N
202951,Jeremy Pargo,1986-03-17T00:00:00,USA,Gonzaga,Gonzaga/USA,6-2,219,Guard,3,2009,0,0,2011,2019,N
202952,Malcolm Thomas,1988-11-08T00:00:00,USA,San Diego State,San Diego State/USA,6-9,225,Forward,4,Undrafted,Undrafted,Undrafted,2011,2014,N
202954,Brad Wanamaker,1989-07-25T00:00:00,USA,Pittsburgh,Pittsburgh/USA,6-3,210,Guard,4,Undrafted,Undrafted,Undrafted,2018,2021,N
202962,Greg Smith,1991-01-08T00:00:00,USA,Fresno State,Fresno State/USA,6-10,250,Center,6,Undrafted,Undrafted,Undrafted,2011,2015,N
203076,Anthony Davis,1993-03-11T00:00:00,USA,Kentucky,Kentucky/USA,6-10,253,Forward-Center,14,2012,1,1,2012,2026,Y
203077,Michael Kidd-Gilchrist,1993-09-26T00:00:00,USA,Kentucky,Kentucky/USA,6-6,232,Forward,9,2012,1,2,2012,2019,N
203078,Bradley Beal,1993-06-28T00:00:00,USA,Florida,Florida/USA,6-4,207,Guard,14,2012,1,3,2012,2026,N
203079,Dion Waiters,1991-12-10T00:00:00,USA,Syracuse,Syracuse/USA,6-3,210,Guard,9,2012,1,4,2012,2019,N
203080,Thomas Robinson,1991-03-17T00:00:00,USA,Kansas,Kansas/USA,6-10,237,Forward,6,2012,1,5,2012,2016,N
203081,Damian Lillard,1990-07-15T00:00:00,USA,Weber State,Weber State/USA,6-2,200,Guard,13,2012,1,6,2012,2026,Y
203082,Terrence Ross,1991-02-05T00:00:00,USA,Washington,Washington/USA,6-7,206,Guard-Forward,12,2012,1,8,2012,2022,N
203083,Andre Drummond,1993-08-10T00:00:00,USA,Connecticut,Connecticut/USA,6-11,279,Center,14,2012,1,9,2012,2026,N
203084,Harrison Barnes,1992-05-30T00:00:00,USA,North Carolina,North Carolina/USA,6-7,225,Forward,14,2012,1,7,2012,2026,N
203085,Austin Rivers,1992-08-01T00:00:00,USA,Duke,Duke/USA,6-4,200,Guard,12,2012,1,10,2012,2022,N
203086,Meyers Leonard,1992-02-27T00:00:00,USA,Illinois,Illinois/USA,7-0,260,Forward-Center,11,2012,1,11,2012,2022,N
203087,Jeremy Lamb,1992-05-30T00:00:00,USA,Connecticut,Connecticut/USA,6-5,180,Guard-Forward,11,2012,1,12,2012,2021,N
203088,Kendall Marshall,1991-08-19T00:00:00,USA,North Carolina,North Carolina/USA,6-4,200,Guard,5,2012,1,13,2012,2015,N
203089,John Henson,1990-12-28T00:00:00,USA,North Carolina,North Carolina/USA,6-9,219,Forward-Center,9,2012,1,14,2012,2019,N
203090,Maurice Harkless,1993-05-11T00:00:00,USA,"St. John's, N.Y.",St. John's/USA,6-7,220,Forward-Guard,11,2012,1,15,2012,2021,N
203092,Tyler Zeller,1990-01-17T00:00:00,USA,North Carolina,North Carolina/USA,6-11,250,Forward-Center,9,2012,1,17,2012,2019,N
203093,Terrence Jones,1992-01-09T00:00:00,USA,Kentucky,Kentucky/USA,6-9,252,Forward,6,2012,1,18,2012,2018,N
203094,Andrew Nicholson,1989-12-08T00:00:00,Canada,St. Bonaventure,St. Bonaventure/Canada,6-9,250,Forward,6,2012,1,19,2012,2016,N
203095,Evan Fournier,1992-10-29T00:00:00,France,Poitiers Basket 86,Poitiers Basket 86/France,6-6,205,Guard-Forward,13,2012,1,20,2012,2023,N
203096,Jared Sullinger,1992-03-04T00:00:00,USA,Ohio State,Ohio State/USA,6-9,260,Center-Forward,5,2012,1,21,2012,2016,N
203098,John Jenkins,1991-03-06T00:00:00,USA,Vanderbilt,Vanderbilt/USA,6-4,215,Guard,7,2012,1,23,2012,2018,N
203099,Jared Cunningham,1991-05-22T00:00:00,USA,Oregon State,Oregon State/USA,6-4,195,Guard,5,2012,1,24,2012,2015,N
203100,Tony Wroten,1993-04-13T00:00:00,USA,Washington,Washington/USA,6-6,205,Guard,5,2012,1,25,2012,2015,N
203101,Miles Plumlee,1988-09-01T00:00:00,USA,Duke,Duke/USA,6-11,249,Center,8,2012,1,26,2012,2018,N
203103,Perry Jones III,1991-09-24T00:00:00,USA,Baylor,Baylor/USA,6-11,235,Forward,4,2012,1,28,2012,2014,N
203104,Marquis Teague,1993-02-28T00:00:00,USA,Kentucky,Kentucky/USA,6-2,189,Guard,3,2012,1,29,2012,2017,N
203105,Festus Ezeli,1989-10-21T00:00:00,Nigeria,Vanderbilt,Vanderbilt/Nigeria,6-11,265,Center,4,2012,1,30,2012,2016,N
203106,Jeffery Taylor,1989-05-23T00:00:00,Sweden,Vanderbilt,Vanderbilt/Sweden,,,,3,2012,2,31,2012,2016,N
203107,Tomas Satoransky,1991-10-30T00:00:00,Czech Republic,FC Barcelona,FC Barcelona/Czech Republic,6-7,210,Guard,7,2012,2,32,2016,2021,N
203108,Bernard James,1985-02-07T00:00:00,USA,Florida State,Florida State/USA,6-10,235,Center,3,2012,2,33,2012,2014,N
203109,Jae Crowder,1990-07-06T00:00:00,USA,Marquette,Marquette/USA,6-6,235,Forward,14,2012,2,34,2012,2024,N
203110,Draymond Green,1990-03-04T00:00:00,USA,Michigan State,Michigan State/USA,6-6,230,Forward,14,2012,2,35,2012,2026,N
203111,Orlando Johnson,1989-03-11T00:00:00,USA,Cal-Santa Barbara,California-Santa Barbara/USA,6-5,220,Guard,4,2012,2,36,2012,2015,N
203112,Quincy Acy,1990-10-06T00:00:00,USA,Baylor,Baylor/USA,6-7,240,Forward,7,2012,2,37,2012,2018,N
203113,Quincy Miller,1992-11-18T00:00:00,USA,Baylor,Baylor/USA,6-9,210,Forward,4,2012,2,38,2012,2014,N
203114,Khris Middleton,1991-08-12T00:00:00,USA,Texas A&M,Texas A&M/USA,6-7,222,Forward,14,2012,2,39,2012,2026,N
203115,Will Barton,1991-01-06T00:00:00,USA,Memphis,Memphis/USA,6-5,181,Guard,12,2012,2,40,2012,2022,N
203118,Mike Scott,1988-07-16T00:00:00,USA,Virginia,Virginia/USA,6-7,237,Forward,10,2012,2,43,2012,2020,N
203120,Justin Hamilton,1990-04-01T00:00:00,USA,Louisiana State,Louisiana State/USA,7-0,255,Center,4,2012,2,45,2013,2016,N
203121,Darius Miller,1990-03-21T00:00:00,USA,Kentucky,Kentucky/USA,6-6,225,Forward,6,2012,2,46,2012,2020,N
203123,Kostas Papanikolaou,1990-07-31T00:00:00,Greece,FC Barcelona,FC Barcelona/Greece,6-8,235,Forward,2,2012,2,48,2014,2015,N
203124,Kyle O'Quinn,1990-03-26T00:00:00,USA,Norfolk State,Norfolk State/USA,6-9,250,Center-Forward,9,2012,2,49,2012,2019,N
203128,Furkan Aldemir,1991-08-09T00:00:00,Turkey,Galatasaray,Galatasaray/Turkey,6-10,240,Forward-Center,2,2012,2,53,2014,2014,N
